timestamp,latitude,longitude,road_segment_id,traffic_volume,average_vehicle_speed,incident_type,weather_conditions,air_quality_index,day_of_week,time_of_day
2024-01-01 02:09:00,28.615640941364763,77.20301985299069,Mumbai_7094,582,37.474054546343766,none,clear,245,Monday,02:09:00
2024-01-01 02:11:00,22.574435215530713,88.32414862170798,Delhi_7005,171,54.807070233760456,none,cloudy,86,Monday,02:11:00
2024-01-01 02:12:00,28.60950656224325,77.21614225143024,Bangalore_9362,347,53.18923126774158,none,clear,119,Monday,02:12:00
2024-01-01 02:12:00,13.11225788089483,80.26033459563453,Kolkata_7923,389,44.69538483624591,none,clear,167,Monday,02:12:00
2024-01-01 02:19:00,13.066530127942137,80.26066485912831,Delhi_7025,50,49.94960871824135,none,clear,50,Monday,02:19:00
2024-01-01 02:24:00,22.590908042354044,88.37047502219319,Kolkata_7374,237,50.48229761701533,none,rain,80,Monday,02:24:00
2024-01-01 02:30:00,22.56200479592466,88.37416534866227,Delhi_8102,277,41.050686404866106,none,clear,80,Monday,02:30:00
2024-01-01 02:35:00,13.084641550986962,80.29007289981067,Bangalore_8348,542,40.754808891164856,none,clear,270,Monday,02:35:00
2024-01-01 02:40:00,19.061958938122455,72.87114675706805,Kolkata_2348,293,58.98187720801797,none,clear,133,Monday,02:40:00
2024-01-01 02:41:00,19.068157836937356,72.84842970103736,Chennai_3500,277,37.86271707727668,none,clear,98,Monday,02:41:00
2024-01-01 02:45:00,22.578522405541293,88.3691211054436,Bangalore_9775,522,25.101289985579072,none,haze,291,Monday,02:45:00
2024-01-01 02:50:00,19.07610226913285,72.8730082573325,Mumbai_2970,157,54.60499935919674,none,cloudy,65,Monday,02:50:00
2024-01-01 02:50:00,28.58559258515899,77.2005870935447,Delhi_5182,89,48.98450383256094,heavy_traffic,clear,50,Monday,02:50:00
2024-01-01 02:51:00,22.565745709669464,88.34785445461557,Chennai_8583,345,47.37995274411969,none,haze,99,Monday,02:51:00
2024-01-01 02:54:00,13.07947428576668,80.2787810171363,Chennai_8923,182,56.379035206097,none,clear,62,Monday,02:54:00
2024-01-01 02:54:00,19.11372371802421,72.88119155625664,Kolkata_2745,188,31.51313771071461,none,rain,92,Monday,02:54:00
2024-01-01 03:11:00,12.976751007814455,77.59311108168468,Bangalore_8287,486,48.673494276585416,none,cloudy,278,Monday,03:11:00
2024-01-01 03:15:00,22.534224575694022,88.36336972249102,Delhi_3946,531,28.390814970447515,none,cloudy,183,Monday,03:15:00
2024-01-01 03:16:00,13.083904604198821,80.31996484224972,Chennai_2735,518,40.3515204943531,none,cloudy,178,Monday,03:16:00
2024-01-01 03:19:00,19.07215278070438,72.88373094684668,Mumbai_3276,566,32.18117664561569,none,fog,289,Monday,03:19:00
2024-01-01 03:19:00,13.082005764605896,80.24732643924762,Mumbai_3578,586,32.50542985215706,none,cloudy,234,Monday,03:19:00
2024-01-01 03:21:00,13.105556456290302,80.28573866065373,Kolkata_1625,80,73.93957939617988,road_closure,clear,50,Monday,03:21:00
2024-01-01 03:23:00,19.091820638940863,72.8595122509041,Delhi_1672,467,45.68017520795661,construction,clear,99,Monday,03:23:00
2024-01-01 03:25:00,22.600655886218725,88.33586297874416,Mumbai_5445,320,57.04688402953591,none,clear,114,Monday,03:25:00
2024-01-01 03:31:00,19.087737141876005,72.9215091125162,Kolkata_2621,287,50.74691354202743,none,cloudy,124,Monday,03:31:00
2024-01-01 03:37:00,13.062889273497387,80.25937404540795,Kolkata_3509,484,48.05013574654954,none,clear,96,Monday,03:37:00
2024-01-01 03:45:00,22.574593027301756,88.35383048691767,Delhi_7695,140,58.92378362143452,none,clear,50,Monday,03:45:00
2024-01-01 03:46:00,12.940586731378678,77.59597125949612,Kolkata_8866,137,57.407061446868255,none,cloudy,50,Monday,03:46:00
2024-01-01 03:58:00,13.061453925725479,80.28017184861271,Mumbai_9076,495,52.5090590916468,none,cloudy,209,Monday,03:58:00
2024-01-01 04:04:00,19.057611515315326,72.90869868810036,Delhi_6758,473,43.827554538442705,none,clear,144,Monday,04:04:00
2024-01-01 04:04:00,28.598234934153275,77.20255876967589,Chennai_8740,420,67.10148572217705,none,clear,119,Monday,04:04:00
2024-01-01 04:06:00,13.098970344347395,80.24608271367133,Bangalore_9574,268,59.555315728124384,none,clear,101,Monday,04:06:00
2024-01-01 04:06:00,28.618449198692083,77.23514285508566,Bangalore_5805,511,29.4420930226031,none,clear,144,Monday,04:06:00
2024-01-01 04:07:00,22.540450335308776,88.36759267717065,Delhi_7520,502,39.409502910170175,none,cloudy,205,Monday,04:07:00
2024-01-01 04:13:00,19.08119765588497,72.89333645743555,Kolkata_3590,412,48.52077599490668,accident,clear,229,Monday,04:13:00
2024-01-01 04:24:00,22.54786098578244,88.33749086773831,Mumbai_2443,223,52.08246835712037,none,rain,77,Monday,04:24:00
2024-01-01 04:28:00,13.09313883131234,80.27663969346467,Bangalore_8098,336,54.26873418972168,none,clear,77,Monday,04:28:00
2024-01-01 04:37:00,12.976609857006919,77.60152896418994,Chennai_4019,525,48.28266704833874,none,clear,179,Monday,04:37:00
2024-01-01 04:51:00,22.55899950556843,88.36854507394322,Kolkata_3968,599,23.941630142010347,none,haze,295,Monday,04:51:00
2024-01-01 04:55:00,22.578461449465976,88.34961297163947,Mumbai_5753,351,59.64827544716495,none,cloudy,141,Monday,04:55:00
2024-01-01 04:56:00,28.651215490222896,77.21847665841824,Delhi_6629,362,41.456825345139556,none,clear,158,Monday,04:56:00
2024-01-01 04:57:00,28.590073930055947,77.22213107217269,Kolkata_9678,375,39.978454941352425,heavy_traffic,fog,148,Monday,04:57:00
2024-01-01 05:06:00,22.553106366595454,88.37964169207486,Delhi_6805,441,37.47127607294459,road_closure,clear,156,Monday,05:06:00
2024-01-01 05:07:00,13.105871911580149,80.25428635363298,Kolkata_9325,312,56.385764059905824,none,haze,71,Monday,05:07:00
2024-01-01 05:11:00,13.101967522584888,80.27895561853873,Chennai_6065,50,55.45432301852214,none,clear,50,Monday,05:11:00
2024-01-01 05:14:00,13.09914120319989,80.30863585965308,Chennai_8387,578,31.68948355662293,none,fog,191,Monday,05:14:00
2024-01-01 05:14:00,12.966692237679943,77.57952527671284,Chennai_3557,669,30.67290842556462,none,clear,260,Monday,05:14:00
2024-01-01 05:15:00,28.59610971140749,77.19268379430069,Kolkata_4840,308,30.50308341084123,none,haze,114,Monday,05:15:00
2024-01-01 05:18:00,13.08115796581172,80.27752303949634,Kolkata_2671,240,42.57836236048513,none,cloudy,88,Monday,05:18:00
2024-01-01 05:20:00,28.6194338159866,77.22554366498072,Bangalore_2346,379,33.39166451346901,accident,clear,169,Monday,05:20:00
2024-01-01 05:29:00,12.971860037837558,77.62367068154315,Kolkata_4885,371,43.39580669504109,construction,fog,152,Monday,05:29:00
2024-01-01 05:33:00,19.070706863335243,72.93210338333179,Chennai_3799,549,46.054432702735916,none,clear,175,Monday,05:33:00
2024-01-01 05:36:00,28.6264133469553,77.19185684887168,Delhi_4297,408,50.23875900933227,none,rain,153,Monday,05:36:00
2024-01-01 05:37:00,13.061282150038778,80.28034944830488,Kolkata_9791,281,62.03000497546583,none,cloudy,91,Monday,05:37:00
2024-01-01 05:42:00,13.078230744293483,80.28498000988185,Delhi_2890,202,62.764758172966204,none,rain,61,Monday,05:42:00
2024-01-01 05:44:00,12.981064752491472,77.59314342174686,Delhi_3370,529,34.87653285081623,none,clear,272,Monday,05:44:00
2024-01-01 05:45:00,13.065764125638633,80.24040305550629,Kolkata_2564,489,41.85321400753713,accident,haze,138,Monday,05:45:00
2024-01-01 05:50:00,13.07376970095866,80.28782797588647,Chennai_9820,559,38.71193905778581,none,cloudy,237,Monday,05:50:00
2024-01-01 05:50:00,19.080281874882605,72.85278522442576,Kolkata_8259,254,28.964473172781133,heavy_traffic,clear,92,Monday,05:50:00
2024-01-01 05:53:00,19.079463618517025,72.88540634759458,Delhi_6574,675,22.514904630902556,none,clear,211,Monday,05:53:00
2024-01-01 06:08:00,12.953922851275978,77.5976745021189,Chennai_1689,138,53.15213322848888,none,rain,55,Monday,06:08:00
2024-01-01 06:10:00,19.07716417436892,72.8548405940434,Kolkata_1688,506,39.296035648591925,none,fog,229,Monday,06:10:00
2024-01-01 06:19:00,19.083155747206966,72.88891569052737,Kolkata_6941,113,60.885750542051674,none,cloudy,53,Monday,06:19:00
2024-01-01 06:20:00,19.097661024863505,72.8987760410407,Bangalore_9574,281,54.09891629535848,none,clear,81,Monday,06:20:00
2024-01-01 06:22:00,22.54504661264086,88.3451434992017,Chennai_3435,634,18.518074979002648,none,clear,213,Monday,06:22:00
2024-01-01 06:23:00,19.086300705344172,72.88797571901824,Mumbai_9539,524,45.5359673445753,none,cloudy,236,Monday,06:23:00
2024-01-01 06:25:00,28.62420095372612,77.2860546298131,Mumbai_7744,318,49.86087206453764,none,clear,114,Monday,06:25:00
2024-01-01 06:27:00,19.087417810213864,72.90041131280361,Kolkata_1155,322,54.15873181644629,accident,clear,133,Monday,06:27:00
2024-01-01 06:28:00,19.095080035269863,72.89072782502612,Chennai_5429,415,55.1061558764159,none,cloudy,193,Monday,06:28:00
2024-01-01 06:30:00,19.069694615107192,72.89287938440987,Delhi_5600,477,40.68367027212028,none,clear,198,Monday,06:30:00
2024-01-01 06:33:00,28.59844349570925,77.2042636278652,Bangalore_2305,587,50.443382369800794,none,clear,193,Monday,06:33:00
2024-01-01 06:34:00,12.961892729043418,77.59623748278773,Delhi_6917,331,38.69349546106953,none,clear,115,Monday,06:34:00
2024-01-01 06:39:00,28.66019317133347,77.17165469614817,Mumbai_1650,158,44.61761879627782,construction,cloudy,73,Monday,06:39:00
2024-01-01 06:44:00,12.985325203807491,77.56234568257621,Chennai_7349,423,48.425221901355414,none,cloudy,163,Monday,06:44:00
2024-01-01 06:45:00,22.563161362684212,88.38567901193935,Mumbai_3394,331,43.8998245469482,none,rain,119,Monday,06:45:00
2024-01-01 07:05:00,22.57388560038191,88.34234510444142,Kolkata_4670,204,54.966325646189695,construction,cloudy,82,Monday,07:05:00
2024-01-01 07:09:00,22.5582939258148,88.3774919549787,Kolkata_6764,444,63.27982119844491,construction,clear,123,Monday,07:09:00
2024-01-01 07:11:00,12.956992667365657,77.59892917179164,Delhi_5682,368,50.13495073503976,none,fog,157,Monday,07:11:00
2024-01-01 07:12:00,13.083611436798078,80.25766799304789,Bangalore_6409,445,45.43419538864119,none,cloudy,164,Monday,07:12:00
2024-01-01 07:16:00,19.118878881786507,72.89037838044636,Bangalore_3038,265,41.370296213481524,heavy_traffic,haze,116,Monday,07:16:00
2024-01-01 07:25:00,22.53209714826685,88.3676290862954,Bangalore_4024,473,25.26270193375654,none,haze,196,Monday,07:25:00
2024-01-01 07:31:00,19.062764270704633,72.89474866669593,Bangalore_6223,202,51.69953384726489,none,cloudy,71,Monday,07:31:00
2024-01-01 07:32:00,13.066849585231347,80.26840527117066,Bangalore_5346,275,60.35620246608197,none,haze,120,Monday,07:32:00
2024-01-01 07:33:00,28.62399974557961,77.22631510388341,Kolkata_2198,363,43.158119929393266,none,clear,175,Monday,07:33:00
2024-01-01 07:43:00,28.589894071858886,77.20230997528319,Chennai_6214,661,39.22712499205369,construction,clear,138,Monday,07:43:00
2024-01-01 08:03:00,19.066501093776782,72.86463341534854,Chennai_8193,956,38.41497272718583,none,clear,490,Monday,08:03:00
2024-01-01 08:06:00,13.006909084805622,77.60269963421922,Kolkata_7113,1015,35.9526631323036,none,cloudy,448,Monday,08:06:00
2024-01-01 08:09:00,19.0507823209133,72.8960572389411,Delhi_5812,1083,23.675658876017827,none,cloudy,481,Monday,08:09:00
2024-01-01 08:12:00,13.125143123940253,80.29134930521103,Chennai_9441,1520,5.0,road_closure,haze,500,Monday,08:12:00
2024-01-01 08:15:00,28.58351260068092,77.19931531854267,Kolkata_9135,808,14.513669509969242,none,cloudy,400,Monday,08:15:00
2024-01-01 08:18:00,22.597938222983736,88.34974661068763,Delhi_2809,1084,13.048053558230595,none,rain,500,Monday,08:18:00
2024-01-01 08:22:00,19.084876388562925,72.8931926810686,Delhi_2300,1002,19.617441919819274,none,fog,335,Monday,08:22:00
2024-01-01 08:25:00,19.057461390568438,72.87650949287877,Chennai_3439,999,14.014183885658479,none,cloudy,500,Monday,08:25:00
2024-01-01 08:27:00,22.50777465319862,88.34341224717332,Chennai_7383,1154,19.209532629527644,none,clear,500,Monday,08:27:00
2024-01-01 08:32:00,19.070948636972137,72.8527443363607,Kolkata_7380,716,52.26648183486101,road_closure,fog,395,Monday,08:32:00
2024-01-01 08:36:00,28.646548226078632,77.18039717244079,Mumbai_9945,700,48.92761592661617,none,cloudy,227,Monday,08:36:00
2024-01-01 08:44:00,19.06719911026606,72.88031481154573,Bangalore_8724,863,30.076298618312066,road_closure,rain,344,Monday,08:44:00
2024-01-01 08:50:00,19.104825465781325,72.84898275697641,Mumbai_9167,763,39.18184072024828,none,cloudy,436,Monday,08:50:00
2024-01-01 08:53:00,22.5958632750431,88.3641046612204,Chennai_9373,863,20.351456846438808,none,clear,393,Monday,08:53:00
2024-01-01 09:06:00,13.063069826979042,80.27994206948527,Chennai_4862,1112,32.94089350668802,none,clear,500,Monday,09:06:00
2024-01-01 09:06:00,12.97558119391147,77.58259566245682,Mumbai_1371,704,17.980334040548197,construction,clear,287,Monday,09:06:00
2024-01-01 09:12:00,28.6152960416998,77.20129372806277,Kolkata_4756,739,41.41578161086163,none,clear,463,Monday,09:12:00
2024-01-01 09:15:00,13.084970346905026,80.28394261349042,Chennai_6917,834,33.68089710199775,none,fog,436,Monday,09:15:00
2024-01-01 09:18:00,13.003320336322908,77.56984369002346,Mumbai_7948,754,24.166406132455755,none,cloudy,416,Monday,09:18:00
2024-01-01 09:23:00,13.014260667493126,77.55555824400955,Mumbai_6690,417,42.27463243262062,none,clear,181,Monday,09:23:00
2024-01-01 09:23:00,28.61086429809929,77.2207663441297,Kolkata_9814,683,23.04497296843941,none,clear,328,Monday,09:23:00
2024-01-01 09:30:00,28.6195198373547,77.1965460096036,Mumbai_9392,937,13.946099521977683,none,cloudy,451,Monday,09:30:00
2024-01-01 09:32:00,12.967437554992856,77.58473998130683,Delhi_3129,1087,5.0,none,clear,500,Monday,09:32:00
2024-01-01 09:42:00,12.959812704861116,77.61159204194043,Chennai_8332,569,46.33763902200711,none,clear,293,Monday,09:42:00
2024-01-01 09:45:00,12.978740309719301,77.58074180809479,Kolkata_7828,568,50.75344969426681,none,clear,231,Monday,09:45:00
2024-01-01 09:56:00,28.631891997508667,77.21514599041754,Kolkata_9910,806,8.156921361865738,none,cloudy,446,Monday,09:56:00
2024-01-01 09:56:00,12.98785724237678,77.60719257683847,Chennai_4893,384,63.98305516151506,none,haze,166,Monday,09:56:00
2024-01-01 09:58:00,28.59732009978156,77.19779637919606,Delhi_5762,711,33.2174176336316,none,haze,293,Monday,09:58:00
2024-01-01 09:59:00,12.986545872102466,77.60680740530867,Delhi_1929,452,45.94853204876838,none,cloudy,191,Monday,09:59:00
2024-01-01 09:59:00,13.082281968120718,80.27304654766618,Delhi_7874,1073,5.038371644149233,construction,cloudy,500,Monday,09:59:00
2024-01-01 10:01:00,12.99715329791577,77.58276857222329,Kolkata_4366,646,48.98325750164865,none,cloudy,231,Monday,10:01:00
2024-01-01 10:09:00,12.982541947623401,77.59055614695133,Bangalore_3164,1130,19.62750093166834,none,clear,500,Monday,10:09:00
2024-01-01 10:15:00,28.609546375935455,77.23097553703975,Bangalore_5471,1022,33.06326239771299,construction,clear,332,Monday,10:15:00
2024-01-01 10:17:00,12.988108326979761,77.61087019272001,Delhi_4905,670,47.083583206477435,accident,clear,285,Monday,10:17:00
2024-01-01 10:22:00,22.598709576143087,88.36432007683266,Kolkata_2373,585,51.411244227212705,none,clear,314,Monday,10:22:00
2024-01-01 10:23:00,12.9852390594259,77.58839466486813,Mumbai_7256,761,24.97969224147797,heavy_traffic,clear,284,Monday,10:23:00
2024-01-01 10:36:00,22.57908332704977,88.36129713891265,Bangalore_1521,779,28.707879921067956,none,cloudy,264,Monday,10:36:00
2024-01-01 10:44:00,12.973539919299855,77.60650314050874,Chennai_6247,869,21.295479252704855,heavy_traffic,clear,420,Monday,10:44:00
2024-01-01 10:47:00,13.066335586335331,80.31254774551371,Mumbai_8132,644,44.800964627412824,none,clear,244,Monday,10:47:00
2024-01-01 10:48:00,28.593779652370007,77.18471622774425,Mumbai_4072,949,27.741392293637407,none,cloudy,500,Monday,10:48:00
2024-01-01 10:51:00,12.994762217470003,77.61043325387926,Mumbai_4186,853,38.70394864013238,construction,cloudy,398,Monday,10:51:00
2024-01-01 10:56:00,13.095182396341045,80.28326691018529,Kolkata_3982,731,43.714888030572325,none,clear,396,Monday,10:56:00
2024-01-01 10:57:00,28.613655064543064,77.19105491257028,Bangalore_5273,657,18.08990509061092,none,rain,217,Monday,10:57:00
2024-01-01 11:08:00,19.077516091163876,72.86415676576976,Bangalore_8191,372,59.55770130553872,none,cloudy,152,Monday,11:08:00
2024-01-01 11:12:00,28.633402394668355,77.20605885236996,Kolkata_2119,277,59.121109577657165,none,clear,82,Monday,11:12:00
2024-01-01 11:18:00,12.95509005606415,77.58817228316694,Chennai_8125,408,41.00775116814503,none,haze,177,Monday,11:18:00
2024-01-01 11:34:00,12.979858629085513,77.58332550894391,Kolkata_8793,412,48.047927665296285,none,clear,131,Monday,11:34:00
2024-01-01 11:47:00,22.556155592088672,88.36877374422984,Bangalore_7360,439,42.30080428417296,none,cloudy,198,Monday,11:47:00
2024-01-01 11:50:00,12.976499331422175,77.58446113649258,Mumbai_3802,664,41.26055678631176,none,clear,264,Monday,11:50:00
2024-01-01 11:54:00,28.604479233887634,77.21364099874715,Bangalore_9532,380,42.03603619295124,none,clear,145,Monday,11:54:00
2024-01-01 12:12:00,13.053738313170054,80.24255072451247,Delhi_9621,550,44.16427241169107,none,clear,262,Monday,12:12:00
2024-01-01 12:14:00,13.068331115574953,80.26643105696577,Mumbai_2227,434,44.398053046593525,none,cloudy,163,Monday,12:14:00
2024-01-01 12:17:00,13.088918151311962,80.300207124339,Delhi_7067,364,42.02806096504695,none,cloudy,164,Monday,12:17:00
2024-01-01 12:23:00,28.63105319246404,77.20580122940073,Bangalore_1377,382,47.576362449020586,construction,haze,233,Monday,12:23:00
2024-01-01 12:26:00,22.572219675841946,88.34384941270724,Mumbai_3637,391,72.40219573488757,none,cloudy,150,Monday,12:26:00
2024-01-01 12:28:00,28.613529737280153,77.2032268272216,Delhi_4291,441,36.60713370174318,none,haze,208,Monday,12:28:00
2024-01-01 12:29:00,22.579054371206762,88.34735538112895,Mumbai_4473,256,47.9005640873843,none,clear,114,Monday,12:29:00
2024-01-01 12:36:00,12.981986930284824,77.62525477826006,Chennai_3932,180,46.56887600366969,construction,clear,86,Monday,12:36:00
2024-01-01 12:40:00,12.969424797030863,77.60263423444198,Kolkata_4558,498,35.69283614472417,none,clear,191,Monday,12:40:00
2024-01-01 12:40:00,22.586402879834225,88.35587559056228,Mumbai_3925,534,48.132743533853585,none,fog,209,Monday,12:40:00
2024-01-01 12:46:00,28.618381849636208,77.20925184801564,Mumbai_8310,511,47.99632459636068,heavy_traffic,clear,224,Monday,12:46:00
2024-01-01 12:52:00,22.574553521970977,88.3484398043229,Bangalore_1324,423,44.0788649667869,none,haze,212,Monday,12:52:00
2024-01-01 12:54:00,13.083190203485179,80.28065996582491,Chennai_7198,515,50.95046585269112,accident,clear,226,Monday,12:54:00
2024-01-01 12:56:00,13.111722872155902,80.28988541652171,Delhi_8390,507,48.9219329549431,none,fog,260,Monday,12:56:00
2024-01-01 13:03:00,19.11906364915023,72.86235304874225,Delhi_2271,518,38.95165813973786,none,cloudy,202,Monday,13:03:00
2024-01-01 13:15:00,22.590046412734416,88.36756684011476,Bangalore_5629,271,34.498852582057935,none,cloudy,107,Monday,13:15:00
2024-01-01 13:20:00,22.616396058664353,88.3477340342929,Delhi_7462,235,59.485330079490026,none,haze,120,Monday,13:20:00
2024-01-01 13:24:00,13.065905563156385,80.25871214709113,Delhi_3304,341,48.90914621001975,none,fog,108,Monday,13:24:00
2024-01-01 13:30:00,12.929122085513804,77.58408489956638,Bangalore_1815,397,45.334734637005916,none,haze,226,Monday,13:30:00
2024-01-01 13:31:00,28.598717346768925,77.21200787572953,Mumbai_2927,363,41.72701979990285,none,cloudy,148,Monday,13:31:00
2024-01-01 13:38:00,12.978435119515543,77.63212341678432,Delhi_6590,118,63.021489491163166,construction,haze,50,Monday,13:38:00
2024-01-01 13:47:00,13.101708476763722,80.25916192688676,Mumbai_3085,658,38.80996252428501,construction,cloudy,255,Monday,13:47:00
2024-01-01 13:49:00,12.953631706573033,77.60443838343014,Mumbai_7189,358,44.20671957197703,none,fog,203,Monday,13:49:00
2024-01-01 14:18:00,19.04959533585959,72.91432917531709,Mumbai_5491,425,31.807954527810885,none,rain,168,Monday,14:18:00
2024-01-01 14:21:00,12.995188802414427,77.5852164869579,Kolkata_8935,586,48.70429101880076,none,rain,187,Monday,14:21:00
2024-01-01 14:21:00,19.04173730941818,72.90477744748331,Chennai_7766,50,64.17405223155878,none,cloudy,50,Monday,14:21:00
2024-01-01 14:34:00,13.080409203094948,80.29545632623947,Mumbai_4233,323,50.44152899945596,none,rain,180,Monday,14:34:00
2024-01-01 14:34:00,28.582011446824115,77.19701249954093,Kolkata_5408,341,20.64476004886002,none,cloudy,83,Monday,14:34:00
2024-01-01 14:37:00,12.971704873994364,77.5955396118753,Delhi_2582,349,46.5335574288394,none,rain,139,Monday,14:37:00
2024-01-01 14:57:00,19.066998690570415,72.89015699864696,Bangalore_4766,373,43.600462965243366,none,clear,123,Monday,14:57:00
2024-01-01 15:06:00,13.06134759141235,80.26785241029958,Bangalore_4489,617,30.67754314945659,none,cloudy,279,Monday,15:06:00
2024-01-01 15:10:00,22.57500591263424,88.37418877668118,Chennai_1623,501,48.754852785642846,none,cloudy,142,Monday,15:10:00
2024-01-01 15:14:00,12.985832297561778,77.57210715816325,Delhi_8996,543,46.78610034167278,construction,fog,322,Monday,15:14:00
2024-01-01 15:19:00,22.54191771658529,88.38945353643797,Mumbai_1416,407,49.10574717192387,none,cloudy,148,Monday,15:19:00
2024-01-01 15:20:00,19.082646280239594,72.86273026926888,Delhi_8091,190,63.253909147677426,none,cloudy,68,Monday,15:20:00
2024-01-01 15:21:00,13.002623039510452,77.59691349268586,Chennai_4607,88,46.47701485966158,none,clear,50,Monday,15:21:00
2024-01-01 15:26:00,22.596185943681277,88.3652503696282,Kolkata_4460,170,49.088459432306934,none,fog,67,Monday,15:26:00
